Title,Sender,Sender Email,Date
Here it is! Your February Rider Recap,Uber <noreply@uber.com>,noreply@uber.com,"Fri, 03 Mar 2023 18:38:23 +0000 (UTC)"
Gain in-demand skills to grow your career,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 03 Mar 2023 12:09:58 -0600"
"=?UTF-8?B?TWFyY2ggNzogR2l0TGFi4oCZcyByZW1vdGUgbGVhZGVyc2hpcCB3?=
 =?UTF-8?B?ZWJpbmFy?=","""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 03 Mar 2023 10:01:41 -0600"
[Webinar] The macro impact of micro-credentials,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 03 Mar 2023 09:31:19 -0600"
Gaur Gopal Das and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Fri, 3 Mar 2023 13:35:45 +0000 (UTC)"
"Hi Future Learner, SMEs are now secure =?UTF-8?B?8J+Ukg==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Fri, 03 Mar 2023 12:46:02 +0000 (UTC)"
=?UTF-8?B?4pyI77iP?= How to land Data Science Jobs Abroad?,Team Scaler <hello@scaler.com>,hello@scaler.com,"Fri, 03 Mar 2023 12:35:50 +0000 (UTC)"
=?UTF-8?Q?A_Jackpot_You=E2=80=99ll_Surely_Win!_=F0=9F=A4=A9?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Fri, 03 Mar 2023 15:53:09 +0530"
=?UTF-8?Q?=E2=8F=B0Only_Few_Hours_Left!=E2=8F=B3?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Fri, 03 Mar 2023 15:21:27 +0530"
"=?utf-8?B?8J+SsCBCZW5lZml0cyB3b3J0aCBScy4gNjAsMDAwKiB3YWl0?=
	=?utf-8?B?aW5nIGZvciB5b3UsIE11ZGl0ICBWeWFzIPCfmI0=?=",HDFC Bank <information@hdfcbank.net>,information@hdfcbank.net,"Fri, 03 Mar 2023 13:14:49 +0530"
Rider Recap February 2023,"""Uber"" <noreply@uber.com>",noreply@uber.com,"Fri, 03 Mar 2023 06:38:22 +0000"
Up to 28% off with GST Invoice with Your FREE Amazon Business Account,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Fri, 3 Mar 2023 04:26:40 +0000"
=?UTF-8?B?V2hhdOKAmXMgbmV3IG9uIENvdXJzZXJhPw==?=,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Thu, 02 Mar 2023 15:59:31 -0600"
=?UTF-8?Q?Knock!_Knock!_=E2=9C=8A=F0=9F=9A=AA?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Fri, 03 Mar 2023 01:03:52 +0530"
"=?UTF-8?Q?=F0=9F=94=B4_Alex_The_Analyst_is_live_now=3A_Data_Analyst_Q=2FA_?=
	=?UTF-8?Q?Livestream_=7C_March_Livestream_=7C_Ask_Me_Anything=21?=",YouTube <noreply@youtube.com>,noreply@youtube.com,"Thu, 02 Mar 2023 06:51:54 -0800"
"Mudit, find your next job.",=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,linkedin@e.linkedin.com,"Thu, 2 Mar 2023 05:49:57 -0800"
"Master supply chain from the 5th best B-school, Future
 =?UTF-8?B?TGVhcm5lcvCfj4U=?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Thu, 02 Mar 2023 13:01:08 +0000 (UTC)"
"=?UTF-8?q?Get_a_Chance_To_Learn_From_InMobi=E2=80=99s_Co-Founder_and_CTO,?=
 =?UTF-8?q?_Mohit_Saxena?=",HackerRank Team <hackers@hackerrankmail.com>,hackers@hackerrankmail.com,"Thu, 02 Mar 2023 11:59:10 +0000"
Not Your Usual Holi Mailer!,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Thu, 02 Mar 2023 13:36:23 +0530"
"Best beaches, here we come","""Tripadvisor"" <awards@mp1.tripadvisor.com>",awards@mp1.tripadvisor.com,"Thu, 02 Mar 2023 04:32:01 +0000"
=?UTF-8?Q?Rohan=E2=80=99s_invitation_is_waiting_for_your_response?=,"""Rohan (via LinkedIn)"" <messages-noreply@linkedin.com>",messages-noreply@linkedin.com,"Thu, 2 Mar 2023 01:33:24 +0000 (UTC)"
Your balance for February,Splitwise <hello@splitwise.com>,hello@splitwise.com,"Wed, 01 Mar 2023 23:19:25 +0000 (UTC)"
"=?utf-8?B?8J+SsCBCZW5lZml0cyB3b3J0aCBScy4gNjAsMDAwKiB3YWl0?=
	=?utf-8?B?aW5nIGZvciB5b3UsIE11ZGl0ICBWeWFzIPCfmI0=?=",HDFC Bank <information@hdfcbank.net>,information@hdfcbank.net,"Wed, 01 Mar 2023 20:52:47 +0530"
Akshat Shrivastava and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Wed, 1 Mar 2023 13:38:25 +0000 (UTC)"
Introducing a new game from Niantic,Niantic <niantic@email.nianticlabs.com>,niantic@email.nianticlabs.com,"Wed, 01 Mar 2023 13:00:00 +0000 (UTC)"
SBI Debit Card EMI,eCom <eCom@communications.sbi.co.in>,eCom@communications.sbi.co.in,"Wed, 1 Mar 2023 17:40:53 +0530"
=?UTF-8?Q?Connection_Spotted!_=F0=9F=A7=90?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Wed, 01 Mar 2023 11:54:26 +0530"
"The perks of an offline MBA in an online one, Future Learner 
 =?UTF-8?B?8J+Rh/Cfj70=?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Wed, 01 Mar 2023 11:30:57 +0000 (UTC)"
Earn a certificate from a world-class university,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Tue, 28 Feb 2023 12:17:46 -0600"
=?utf-8?B?4oK5NTAwMCBsZXNzIGZvciBVdHRhcmFraGFuZCDwn5Kw?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Tue, 28 Feb 2023 21:03:33 +0530"
NPTEL Newsletter: NPTEL+: Upcoming Workshops - Hurry up and Register today!,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Tue, 28 Feb 2023 17:34:05 +0530"
=?UTF-8?Q?Complete:_C_Programming_@_Lowest_=E2=82=B9?=,GeeksforGeeks <no-reply@geeksforgeeks.org>,no-reply@geeksforgeeks.org,"Tue, 28 Feb 2023 09:19:34 +0000"
Refer a friend + =?UTF-8?B?eW914oCZbGw=?= both get 30% off 2 trips,Uber <noreply@uber.com>,noreply@uber.com,"Tue, 28 Feb 2023 08:57:51 +0000 (UTC)"
=?UTF-8?Q?Data_Analytics_@_Lowest_=E2=82=B9?=,GeeksforGeeks <no-reply@geeksforgeeks.org>,no-reply@geeksforgeeks.org,"Tue, 28 Feb 2023 08:35:54 +0000"
=?UTF-8?Q?We=E2=80=99ve_Fixed_Your_HOLI-day_Checklist_=F0=9F=98=89?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Tue, 28 Feb 2023 13:19:34 +0530"
"Congratulations your Liberty Travel Policy is issued for PNR
 No.4657505334 dtd 09/03/2023",HAT@libertyinsurance.in,HAT@libertyinsurance.in,"Tue, 28 Feb 2023 08:26:34 +0530"
"Booking Confirmation on IRCTC, Train: 22737, 09-Mar-2023, 3A, PMY -
 BKN",ticketadmin@irctc.co.in,ticketadmin@irctc.co.in,"Tue, 28 Feb 2023 08:25:53 +0530 (IST)"
"Booking Confirmation on IRCTC, Train: 14707, 05-Mar-2023, 3A, BKN -
 PMY",ticketadmin@irctc.co.in,ticketadmin@irctc.co.in,"Tue, 28 Feb 2023 08:18:09 +0530 (IST)"
Recommended: Natural Language Processing with Attention Models,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 27 Feb 2023 08:04:29 -0600"
NPTEL Newsletter: February 2023: Vol 3: Week 4,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Mon, 27 Feb 2023 18:45:38 +0530"
Laxman Dixit and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Mon, 27 Feb 2023 13:45:10 +0000 (UTC)"
"Mudit, here's a recommendation to improve your LinkedIn experience",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Mon, 27 Feb 2023 13:01:27 +0000 (UTC)"
=?utf-8?B?V2Ugd2FudCB5b3XigKbwn5iN?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Mon, 27 Feb 2023 17:57:25 +0530"
Take Scholarship test for Developer placement,Saanvi <jubin@gradjago.com>,jubin@gradjago.com,"Mon, 27 Feb 2023 09:51:15 +0000"
"Mudit, you have a promo =?UTF-8?B?8J+OiQ==?=",Uber <uber@uber.com>,uber@uber.com,"Mon, 27 Feb 2023 05:09:56 +0000 (UTC)"
"=?utf-8?B?V2Vla2VuZCBBd2F5OiBXZSBmb3VuZCBNYW5pbGHigJlzIHRvcCBz?=
	=?utf-8?B?cG90cw==?=","""Tripadvisor"" <inspiration@mp1.tripadvisor.com>",inspiration@mp1.tripadvisor.com,"Mon, 27 Feb 2023 03:18:42 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 26 Feb 2023 17:31:05 -0600"
Daanish Z. has requested a reference,Upwork <donotreply@upwork.com>,donotreply@upwork.com,"Sun, 26 Feb 2023 13:00:20 +0000"
Go anywhere with Uber Intercity,Uber <uber@uber.com>,uber@uber.com,"Sun, 26 Feb 2023 09:19:11 +0000 (UTC)"
=?UTF-8?Q?Learn_to_make_ChatGPT_@_=E2=82=B90?=,GeeksforGeeks <no-reply@geeksforgeeks.org>,no-reply@geeksforgeeks.org,"Sun, 26 Feb 2023 07:31:29 +0000"
=?UTF-8?Q?Disappearing_Tonight!_=F0=9F=95=9B?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sun, 26 Feb 2023 13:00:05 +0530"
Closing on 28 Feb: Applications for PG Diploma in Applied Statistics,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Sun, 26 Feb 2023 04:57:37 +0000"
[New post] The Best Apps for Tracking Your Health and Fitness Goals: From Nutrition to Exercise,FitnessByDaanish <comment-reply@wordpress.com>,comment-reply@wordpress.com,"Sat, 25 Feb 2023 17:54:05 +0000"
Is Artificial Intelligence here to take over Human Intelligence?,Team Scaler <hello@scaler.com>,hello@scaler.com,"Sat, 25 Feb 2023 13:33:34 +0000 (UTC)"
"Future Learner, earn the highest accreditation in HR Management
 =?UTF-8?B?8J+nkeKAjfCfjpM=?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Sat, 25 Feb 2023 13:01:42 +0000 (UTC)"
=?UTF-8?Q?Book_HOURLY_STAYS_for_FREE_=F0=9F=A4=A9?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sat, 25 Feb 2023 08:40:09 +0530"
=?UTF-8?Q?Escape_to_Luxury_this_Weekend_=F0=9F=A4=A9=F0=9F=92=B0?=,NetcoreBroadcast <info@easemytrip.com>,info@easemytrip.com,"Fri, 24 Feb 2023 18:03:39 +0530"
Earn a certificate from a world-class institution,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 24 Feb 2023 12:15:12 -0600"
Live March 7: What Great Remote Leaders Do Differently,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 24 Feb 2023 10:01:57 -0600"
Aman Gupta and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Fri, 24 Feb 2023 13:44:50 +0000 (UTC)"
Closing on 28 Feb: Applications for PG Diploma in Applied Statistics,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Fri, 24 Feb 2023 13:17:54 +0000"
"=?UTF-8?B?SGVyZeKAmXM=?= how our learners are creating an impact on
 society, Future Learner =?UTF-8?B?8J+nkA==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Fri, 24 Feb 2023 11:30:56 +0000 (UTC)"
=?utf-8?q?Arriving_now=E2=80=94The_Redesigned_Uber_App?=,"""Uber"" <uber@uber.com>",uber@uber.com,"Fri, 24 Feb 2023 06:17:23 +0000"
Dear Mudit Our Music Store at Andheri is now open!,"""BAJAAO.COM"" <helpdesk@email.bajaao.com>",helpdesk@email.bajaao.com,"Fri, 24 Feb 2023 05:01:45 +0000"
"Reminder: National Board of Accreditation (NBA) meet with Alumni on
 25.02.2023 ",hod.me@rvce.edu.in,hod.me@rvce.edu.in,"Fri, 24 Feb 2023 03:57:41 +0000"
Easy Abroad Payments at Your Fingertips!,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Fri, 24 Feb 2023 08:24:09 +0530"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Thu, 23 Feb 2023 16:12:53 -0600"
Add a Special Splash of Color,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Thu, 23 Feb 2023 19:06:37 +0530"
"Future Learner, an expert with a doctorate is what
 =?UTF-8?B?dG9kYXnigJlzIFNDTSBpbmR1c3RyeSBuZWVkc/CfjpM=?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Thu, 23 Feb 2023 14:53:17 +0000 (UTC)"
=?utf-8?B?SERGQyBCYW5rIFNhdmluZ3MgQWNjb3VudCDwn5O0?=,HDFC Bank <information@hdfcbank.net>,information@hdfcbank.net,"Thu, 23 Feb 2023 20:14:24 +0530"
"=?UTF-8?q?Get_a_Chance_To_Learn_From_InMobi=E2=80=99s_Co-Founder_and_CTO,?=
 =?UTF-8?q?_Mohit_Saxena?=",HackerRank Team <hackers@hackerrankmail.com>,hackers@hackerrankmail.com,"Thu, 23 Feb 2023 14:00:35 +0000"
"=?UTF-8?B?SGVyZeKAmXM=?= how our learners are creating an impact on
 society, Future Learner =?UTF-8?B?8J+nkA==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Thu, 23 Feb 2023 13:00:30 +0000 (UTC)"
[Invite] Roadmap to Become a Great Software Developer!,Team Scaler <hello@scaler.com>,hello@scaler.com,"Thu, 23 Feb 2023 12:34:35 +0000 (UTC)"
Barclays is hiring: Data & Analytics Analyst.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Thu, 23 Feb 2023 07:25:36 +0000 (UTC)"
Fab-Feb Flight Sale is LIVE!,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Thu, 23 Feb 2023 12:28:57 +0530"
Upgrade to FREE Amazon Business Account ,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Thu, 23 Feb 2023 03:12:31 +0000"
=?UTF-8?Q?Mohit=E2=80=99s_invitation_is_waiting_for_your_response?=,"""Mohit (via LinkedIn)"" <messages-noreply@linkedin.com>",messages-noreply@linkedin.com,"Thu, 23 Feb 2023 01:33:23 +0000 (UTC)"
Don't miss out Mudit,Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Wed, 22 Feb 2023 17:50:55 +0000 (UTC)"
=?UTF-8?Q?Are_you_Smart_Enough_=F0=9F=98=8E?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Wed, 22 Feb 2023 12:33:34 +0530"
"Advanced Surgery at Baxter - U.S. and others share their thoughts
 on LinkedIn",LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Wed, 22 Feb 2023 13:44:06 +0000 (UTC)"
Book your Uber Intercity ride up to 30 days in advance,Uber <uber@uber.com>,uber@uber.com,"Wed, 22 Feb 2023 12:51:51 +0000 (UTC)"
"=?UTF-8?Q?Save_=E2=82=B925,000*_on_Foreign_Trips!_=F0=9F=A4=A9?=",Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Wed, 22 Feb 2023 17:43:20 +0530"
"NPTEL Newsletter: IITM CODE: Six month certificate course on
 eMobility and Electric Vehicle Engineering -- COHORT-2 registrations open",NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Wed, 22 Feb 2023 17:00:00 +0530"
Attend Scholarship test for Developer placement,Ritu <jubin@gradjago.com>,jubin@gradjago.com,"Wed, 22 Feb 2023 10:11:19 +0000"
"NPTEL Newsletter: IITM CODE: Six month certificate course on
 eMobility and Electric Vehicle Engineering -- COHORT-2 registrations open",NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Wed, 22 Feb 2023 11:13:01 +0530"
"=?utf-8?q?More_related_to_=22Will_there_be_=22Dark=22_season_4_=28Netflix=29?=
 =?utf-8?q?=3F=22?=",Quora <curiosity-noreply@quora.com>,curiosity-noreply@quora.com,"Wed, 22 Feb 2023 00:04:49 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Tue, 21 Feb 2023 16:09:58 -0600"
"Learn job-ready skills in months, not years","""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Tue, 21 Feb 2023 12:21:45 -0600"
Cozy and cool for the changing seasons,Gaucho - Buenos Aires <hello@gauchobuenosaires.com>,hello@gauchobuenosaires.com,"Tue, 21 Feb 2023 16:07:34 +0000 (UTC)"
=?utf-8?B?SERGQyBCYW5rIFNhdmluZ3MgQWNjb3VudCDwn5O0?=,HDFC Bank <information@hdfcbank.net>,information@hdfcbank.net,"Tue, 21 Feb 2023 19:12:45 +0530"
"Employers value real-world data science experience very much, Future
 Learner =?UTF-8?B?4pyF?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Tue, 21 Feb 2023 12:01:01 +0000 (UTC)"
"Advance your Legal Career: Learn the ins and outs of Corporate Law
 with our comprehensive course",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Tue, 21 Feb 2023 10:57:12 +0000 (UTC)"
NPTEL Newsletter: NPTEL+: Upcoming Workshops - Hurry up and Register today!,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Tue, 21 Feb 2023 15:39:21 +0530"
"Mudit, please add me to your LinkedIn network",Rohan chavan <invitations@linkedin.com>,invitations@linkedin.com,"Tue, 21 Feb 2023 09:50:37 +0000 (UTC)"
Is this what you were looking for?,Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Tue, 21 Feb 2023 07:51:06 +0000 (UTC)"
Battelle is hiring: Data Scientist (Entry Level).,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Tue, 21 Feb 2023 07:47:11 +0000 (UTC)"
SSC - JE - MAINS Admit Card Reminder,JAIPUR MADEEASY <infojaipur@madeeasy.in>,infojaipur@madeeasy.in,"Tue, 21 Feb 2023 12:03:47 +0530"
Deadline extended: Apply for Indian Statistical Institute's PG Diploma in Applied Statistics,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Tue, 21 Feb 2023 06:03:16 +0000"
"[Today] Dean's masterclass: Business, Economy & Environment in the aftermath of recent global shocks","""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Tue, 21 Feb 2023 04:42:31 +0000"
Your next trip: Iconic Beaches,"""Tripadvisor"" <inspiration@mp1.tripadvisor.com>",inspiration@mp1.tripadvisor.com,"Tue, 21 Feb 2023 01:54:28 +0000"
Recommended: Development of Real-Time Systems,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 20 Feb 2023 10:32:20 -0600"
=?UTF-8?Q?Tap_if_you_made_it_out_of_bed_today!_=F0=9F=A5=B1?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 20 Feb 2023 18:55:14 +0530"
Harsh Mariwala and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Mon, 20 Feb 2023 13:38:22 +0000 (UTC)"
"Mudit, follow these creators based on your recent activity",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Mon, 20 Feb 2023 13:01:29 +0000 (UTC)"
"Future Learner, transform healthcare with your expertise
 =?UTF-8?B?8J+Srw==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Mon, 20 Feb 2023 12:30:17 +0000 (UTC)"
=?UTF-8?Q?You_Wheely_Need_to_See_This!_=F0=9F=98=89?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Mon, 20 Feb 2023 16:16:04 +0530"
NPTEL Newsletter: February 2023: Vol 3: Week 3,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Mon, 20 Feb 2023 14:36:44 +0530"
"Join this webinar to know about the emerging trends and how to build
 a creer in the domain of supply chain management",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Mon, 20 Feb 2023 06:59:15 +0000 (UTC)"
"=?utf-8?q?Mudit,_relax_along_the_way_=E2=98=BA=EF=B8=8F?=","""Uber"" <uber@uber.com>",uber@uber.com,"Mon, 20 Feb 2023 05:08:38 +0000"
=?utf-8?B?T3BlbiwgZmlsbCwgc2lnbiwgYW5kIHNlbmQ=?=,"""Adobe Acrobat"" <mail@mail.adobe.com>",mail@mail.adobe.com,"Sun, 19 Feb 2023 19:59:09 -0800"
National Board of Accreditation (NBA) meet for Alumni on 25.02.2023,hod.me@rvce.edu.in,hod.me@rvce.edu.in,"Mon, 20 Feb 2023 03:52:11 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 19 Feb 2023 18:36:11 -0600"
"Master supply chain from the 5th best B-school, Future
 =?UTF-8?B?TGVhcm5lcvCfj4U=?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Sun, 19 Feb 2023 10:54:15 +0000 (UTC)"
=?UTF-8?Q?Save_BIG_or_Regret_FOREVER=E2=9D=97?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sun, 19 Feb 2023 10:14:53 +0530"
"Mudit, please add me to your LinkedIn network",Mohit Tiwari <invitations@linkedin.com>,invitations@linkedin.com,"Sat, 18 Feb 2023 13:50:07 +0000 (UTC)"
"Here's how you can positively advance your law career in 2023, Future
 Learner =?UTF-8?B?8J+Srw==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Sat, 18 Feb 2023 12:40:11 +0000 (UTC)"
Recession and Layoff: Find out how to survive,Team Scaler <hello@scaler.com>,hello@scaler.com,"Sat, 18 Feb 2023 12:31:05 +0000 (UTC)"
"Future Learner, want to specialize in data science? Do it like a Dr.
 =?UTF-8?B?8J+Yjg==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Sat, 18 Feb 2023 12:01:02 +0000 (UTC)"
TaskUs is hiring: Data Visualization Analyst.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Sat, 18 Feb 2023 07:17:16 +0000 (UTC)"
=?UTF-8?Q?Here=E2=80=99s_Something_FEBulous_for_You!_=F0=9F=A4=A9?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sat, 18 Feb 2023 09:12:25 +0530"
Akash Singh and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Fri, 17 Feb 2023 17:40:20 +0000 (UTC)"
Get started with your MBA in Business Analytics today,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 17 Feb 2023 10:49:38 -0600"
5 skill frameworks for high ROI learning programs,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 17 Feb 2023 10:02:39 -0600"
SBI Debit Card EMI,eCom <eCom@communications.sbi.co.in>,eCom@communications.sbi.co.in,"Fri, 17 Feb 2023 19:36:16 +0530"
Deadline extended: Apply for Indian Statistical Institute's PG Diploma in Applied Statistics,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Fri, 17 Feb 2023 11:36:09 +0000"
=?UTF-8?Q?Travel_Sale_of_the_Month=C2=A0=F0=9F=A4=A9?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Fri, 17 Feb 2023 16:06:33 +0530"
"Join Our Live Event With Adobe's VP of Engineering, Amitabh Misra",HackerRank Team <hackers@hackerrankmail.com>,hackers@hackerrankmail.com,"Fri, 17 Feb 2023 08:42:17 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Thu, 16 Feb 2023 16:13:54 -0600"
NEW! Math for Machine Learning and Data Science,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Thu, 16 Feb 2023 15:11:45 -0600"
30% OFF ends tonight!,Gaucho - Buenos Aires <hello@gauchobuenosaires.com>,hello@gauchobuenosaires.com,"Thu, 16 Feb 2023 16:13:01 +0000 (UTC)"
"This story will leave you inspired and wanting for more, Future
 Learner =?UTF-8?B?8J+Srw==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Thu, 16 Feb 2023 15:59:06 +0000 (UTC)"
[New post] Truth about Intermittent Fasting,FitnessByDaanish <comment-reply@wordpress.com>,comment-reply@wordpress.com,"Thu, 16 Feb 2023 14:32:34 +0000"
=?UTF-8?B?SGVyZeKAmXM=?= a glimpse of the Scaler Academy batch!,Team Scaler <hello@scaler.com>,hello@scaler.com,"Thu, 16 Feb 2023 12:31:32 +0000 (UTC)"
REVEALED: Feb'2023 Flight Offers,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Thu, 16 Feb 2023 14:39:10 +0530"
Tesla is hiring: Service Data Analyst Internship (Fall 2023).,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Thu, 16 Feb 2023 07:27:38 +0000 (UTC)"
=?UTF-8?Q?Varunkumar=E2=80=99s_invitation_is_waiting_for_your_response?=,"""Varunkumar (via LinkedIn)"" <messages-noreply@linkedin.com>",messages-noreply@linkedin.com,"Thu, 16 Feb 2023 01:33:19 +0000 (UTC)"
MBA in Business Analytics deadline is approaching,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Wed, 15 Feb 2023 14:12:21 -0600"
=?UTF-8?Q?Do_you_know_how_to_be_smart=3F_=F0=9F=A7=90?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Wed, 15 Feb 2023 16:54:07 +0530"
"=?UTF-8?Q?Arrays_101=3A_Introduction_to_Data_Struc?=
 =?UTF-8?Q?tures_for_Beginners_=F0=9F=92=AF?=",Riya Jain <riya.jain@email.codingblocks.com>,riya.jain@email.codingblocks.com,"Wed, 15 Feb 2023 14:27:44 +0000"
c3controls and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Wed, 15 Feb 2023 13:40:15 +0000 (UTC)"
